OBJECTID,Rijksmonumentnummer,Gchw_nr,Gemeente,Plaats,Straat,Huisnummer,Toevoeging,Postcode,PHT,Opmerking,Type_object,Functie,Status,Waardering,Datum_pl,Bouwjaar_v,Bouwjaar_t,Datum_inv,Hoofd_object,Aanvullende_informatie,X_Coordinaat,Y_Coordinaat,URL_biotoop,Biotoop,Molens_hoofdstypen
"8137",0,14953,Harderwijk,Harderwijk,Kuipwal,"13", ,3841KP,3841KP13, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,170985,484583,,Biotoop,
"8138",0,14955,Harderwijk,Harderwijk,Kuipwal,"17", ,3841KP,3841KP17, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,170991,484589,,Biotoop,
"8139",0,14969,Harderwijk,Harderwijk,Luttekepoortstraat,"2", ,3841AX,3841AX2, ,winkelwoonhuis,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,170846,484687,,Biotoop,
"8140",0,14983,Harderwijk,Harderwijk,Oranjelaan,"19", ,3843AA,3843AA19, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1925","1935", , , ,170964,483137,,Biotoop,
"8141",0,14986,Harderwijk,Harderwijk,Oranjelaan,"31", ,3843AA,3843AA31, ,hotelpension,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,170948,483015,,Biotoop,
"8142",0,14993,Harderwijk,Harderwijk,Oranjelaan,"79", ,3843AB,3843AB79, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1929","1933", , , ,170856,482624,,Biotoop,
"8143",0,14997,Harderwijk,Harderwijk,Roggelaan,"2", ,3844KW,3844KW2, ,landarbeiderswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1921", , , , ,170528,483363,,Biotoop,
"8144",0,15015,Elburg,Elburg,Oostendorperweg,"1", ,8081RW,8081RW1, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1766", , , , ,187776,495773,,Biotoop,
"8145",0,15020,Elburg,Doornspijk,"Harderwijkerweg, Oude","81", ,8085PG,8085PG81, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1918", , , , ,186112,493877,,Biotoop,
"8146",0,15029,Elburg,Elburg,Rozemarijnsteeg,"25", ,8081GA,8081GA25, ,rokerij,nijverheids- en industriele functie,gemeentelijk monument,middenkwaliteit, ,"1850","1900", , , ,185261,495757,,Biotoop,
"8147",0,15031,Harderwijk,Harderwijk,Smeepoortenbrink,"24", ,3841EM,3841EM24, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1800","1900", , , ,170655,484402,,Biotoop,
"8148",0,15032,Harderwijk,Harderwijk,Smeepoortenbrink,"26", ,3841EM,3841EM26, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1800","1900", , , ,170671,484403,,Biotoop,
"8184",0,15696,Epe,Epe,Molenweg,"80", ,8162PG,8162PG80, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1848", , , , ,191988,484325,,Biotoop,
"9114",0,16265,Oldebroek,Oosterwolde,Winterdijk,"20", ,8097SK,8097SK20,Bij,stal,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,188307,497710,,Biotoop,
"9115",0,16266,Oldebroek,Oosterwolde,Winterdijk,"20", ,8097SK,8097SK20,Bij,kapberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,188307,497710,,Biotoop,
"9116",0,16274,Oldebroek,Oldebroek,Bovenstraatweg,"24", ,8096PK,8096PK24,Bij,schuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,191482,494936,,Biotoop,
"9117",0,16290,Oldebroek,Oldebroek,Zuiderzeestraatweg,"264", ,8096CJ,8096CJ264,Bij,kapberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,191425,496401,,Biotoop,
"9118",0,16294,Oldebroek,Oldebroek,Zuiderzeestraatweg,"320", ,8096CL,8096CL320,Bij,schuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,192106,496833,,Biotoop,
"9119",0,16298,Oldebroek,Oldebroek,Zuiderzeestraatweg,"333", ,8096BM,8096BM333,Bij,volli?re,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,192412,496836,,Biotoop,
"9120",0,16304,Oldebroek,Wezep,"Steeg, De","5", ,8091CC,8091CC5,Bij,stal,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,195891,497463,,Biotoop,
"9135",14839,22684,Elburg,Elburg,Smedestraat,"8", ,8081EH,8081EH8, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1850", , , ,185277,495683,,Biotoop,
"9136",430528,22708,Elburg,Elburg,Vischpoortstraat,"34", ,8081ER,8081ER34,Bij,courtine,defensiefunctie,rijksmonument,hoge kwaliteit, , , , , , ,185239,495820,,Biotoop,
"9137",14864,22715,Elburg,Elburg,Vischpoortstraat,"23", ,8081EP,8081EP23, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1740","1760", , , ,185242,495801,,Biotoop,
"9138",14855,22716,Elburg,Elburg,Vischpoortstraat,"1", ,8081EP,8081EP1, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1800", , , ,185335,495739,,Biotoop,
"9139",14859,22719,Elburg,Elburg,Vischpoortstraat,"11", ,8081EP,8081EP11, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,185290,495767,,Biotoop,
"9140",14861,22721,Elburg,Elburg,Vischpoortstraat,"15", ,8081EP,8081EP15, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1625", , , ,185276,495778,,Biotoop,
"9141",14868,22728,Elburg,Elburg,Vischpoortstraat,"31", ,8081EP,8081EP31, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,185226,495812,,Biotoop,
"9142",14871,22731,Elburg,Elburg,Vischpoortstraat,"8", ,8081ER,8081ER8, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1900", , , ,185328,495765,,Biotoop,
"10061",10081,24275,Zaltbommel,Poederoijen,Loevestein,"1", ,5307TG,5307TG1, ,kasteel,woonfunctie,rijksmonument,hoge kwaliteit, ,"1360","1800", , , ,129777,425374,,Biotoop,
"7225",20198,24544,Harderwijk,Harderwijk,"Marktstraat, Kleine","1", ,3841BD,3841BD1, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1605", , , , ,170806,484798,,Biotoop,
"8190",0,15746,Epe,Epe,Stationsstraat,"23;25", ,8161CP,8161CP23, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1912", , , , ,195968,484616,,Biotoop,
"8193",0,15780,Winterswijk,Brinkheurne,Bothoekweg,"9", ,7115AK,7115AK9, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1832","1905", , , ,248824,440528,,Biotoop,
"8195",0,15786,Winterswijk,Brinkheurne,"Slingeweg, De","8", ,7115AG,7115AG8, ,onderwijzerswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880","1890", , , ,248324,441078,,Biotoop,
"8196",0,15790,Winterswijk,Kotten,Geessinkweg,"1", ,7107AR,7107AR1, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1866", , , , ,249608,440268,,Biotoop,
"8200",0,15804,Winterswijk,Woold,Holdersweg,"10", ,7108AR,7108AR10, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1895","1925", , , ,249137,436781,,Biotoop,
"8203",0,15812,Winterswijk,Winterswijk,Lageweg,"6", ,7101PE,7101PE6, ,theehuis,recreatiefunctie,gemeentelijk monument,middenkwaliteit, ,"1905","1915", , , ,248555,443294,,Biotoop,
"8223",0,14496,Oldebroek,Oosterwolde,Mheneweg Noord,"21", ,8097PJ,8097PJ21, ,langsdeelboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1890","1892", , , ,189648,497446,,Biotoop,
"8224",0,14498,Oldebroek,Oosterwolde,Molenpad,"6", ,8097PH,8097PH6, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1921", , , , ,189548,497206,,Biotoop,
"8225",0,14502,Oldebroek,Oldebroek,Bovenstraatweg,"24", ,8096PK,8096PK24, ,langsdeelboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1913", , , , ,191482,494936,,Biotoop,
"8226",0,14503,Oldebroek,Oldebroek,Bovenstraatweg,"59", ,8096PD,8096PD59, ,langsdeelboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1895","1905", , , ,189352,494050,,Biotoop,
"8227",0,14509,Oldebroek,Oldebroek,Zuiderzeestraatweg,"93", ,8096BE,8096BE93, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1918", , , , ,189483,495436,,Biotoop,
"8228",0,14536,Elburg,Elburg,Achterweg,"7", ,8081RV,8081RV7, , ,onbekende functie,gemeentelijk monument,middenkwaliteit, , , , , , ,186980,495727,,Biotoop,
"8229",0,14543,Elburg,Elburg,"Backerlaan, Bas","4", ,8081CE,8081CE4, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905","1915", , , ,185487,495582,,Biotoop,
"8230",0,14544,Elburg,Elburg,"Backerlaan, Bas","5", ,8081CE,8081CE5, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905","1915", , , ,185491,495585,,Biotoop,
"8231",0,14555,Elburg,Elburg,"Backerlaan, Bas","17", ,8081CE,8081CE17, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,185536,495650,,Biotoop,
"8232",0,14562,Elburg,Elburg,Beekstraat,"37", ,8081EB,8081EB37, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903","1913", , , ,185365,495700,,Biotoop,
"8233",0,14564,Elburg,Elburg,Beekstraat,"44", ,8081ED,8081ED44, ,winkelwoonhuis,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1895","1905", , , ,185305,495664,,Biotoop,
"9143",14872,22732,Elburg,Elburg,Vischpoortstraat,"10", ,8081ER,8081ER10, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,185322,495769,,Biotoop,
"9144",14883,22748,Elburg,Elburg,Westerwalstraat,"35", ,8081CA,8081CA35, ,muurhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1850", , , ,185301,495625,,Biotoop,
"9145",14898,22753,Elburg,Elburg,Zuiderkerkstraat,"3", ,8081CJ,8081CJ3, ,hofjeswoning,woonfunctie,rijksmonument,hoge kwaliteit, ,"1650", , , , ,185492,495710,,Biotoop,
"9146",14897,22756,Elburg,Elburg,Zuiderkerkstraat,"1", ,8081CJ,8081CJ1, ,kerktoren,religieuze functie,rijksmonument,hoge kwaliteit, ,"1575","1600", , , ,185532,495729,,Biotoop,
"9147",14656,22758,Elburg,Elburg,Zuiderkerkstraat,"5", ,8081CJ,8081CJ5,Tegenover,theekoepel,recreatiefunctie,rijksmonument,hoge kwaliteit, ,"1800","1850", , , ,185486,495702,,Biotoop,
"9148",512071,22773,Elburg,Elburg,Zuiderzeestraatweg Oost,"65", ,8081LB,8081LB65,Bij,tuinonderdeel,woonfunctie,rijksmonument,hoge kwaliteit, ,"1910", , , , ,186164,494964,,Biotoop,
"9149",14931,22787,Elburg,Elburg,Zuiderzeestraatweg West,"154", ,8085AK,8085AK154, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1859", , , , ,183273,490891,,Biotoop,
"9150",512929,22797,Elburg,t Harde,Zwaluwenburg,"7", ,8084PD,8084PD7, ,bijgebouw,woonfunctie,rijksmonument,hoge kwaliteit, ,"1815", , , , ,188396,493860,,Biotoop,
"9153",523999,22822,Nunspeet,Nunspeet,"Molijnlaan, F.A.","77", ,8071AC,8071AC77, ,villa,woonfunctie,rijksmonument,hoge kwaliteit, ,"1915","1920", , , ,182706,487657,,Biotoop,
"9154",524000,22823,Nunspeet,Nunspeet,"Molijnlaan, F.A.","150", ,8071AJ,8071AJ150, ,villa,woonfunctie,rijksmonument,hoge kwaliteit, ,"1900","1910", , , ,182551,488036,,Biotoop,
"9155",30854,22827,Nunspeet,Hulshorst,Harderwijkerweg,"397", ,8077RG,8077RG397, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1732", , , , ,178490,486212,,Biotoop,
"9157",30859,22862,Nunspeet,Vierhouten,Plaggeweg,"26", ,8076PM,8076PM26, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1819", , , , ,185084,483029,,Biotoop,
"9158",523984,22869,Nunspeet,Nunspeet,Plakkewegje,"13", ,8071SW,8071SW13, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1850","1900", , , ,181960,489755,,Biotoop,
"9162",0,15768,Winterswijk,Henxel,Achterweg,"3", ,7105EB,7105EB3, ,koetsierswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1911", , , , ,248988,443592,,Biotoop,
"9163",0,15775,Winterswijk,Huppel,Boeijinkweg,"2", ,7105CG,7105CG2, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1891", , , , ,248011,446391,,Biotoop,
"9165",0,15806,Winterswijk,Winterswijk,Horstweg,"8", ,7115AC,7115AC8, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,248603,442185,,Biotoop,
"9166",0,15808,Winterswijk,Ratum,Illebergdiek,"2", ,7106CK,7106CK2, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1876","1906", , , ,252835,443194,,Biotoop,
"9169",0,15827,Epe,Epe,Beekstraat,"1", ,8162HA,8162HA1, ,herenhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1872", , , , ,195597,484603,,Biotoop,
"9174",0,15848,Winterswijk,Meddo,Poolserweg,"3", ,7104DC,7104DC3, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1765","1895", , , ,247775,447576,,Biotoop,
"9179",0,15913,Epe,Epe,Beekstraat,"14", ,8162HB,8162HB14, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,195582,484658,,Biotoop,
"9180",0,15914,Epe,Epe,Beekstraat,"7", ,8162HA,8162HA7, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1885", , , ,195475,484585,,Biotoop,
"9240",0,16281,Oldebroek,Oldebroek,Hogenbrinkweg,"24", ,8096RT,8096RT24,Bij,bakhuisje,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,192868,496102,,Biotoop,
"9241",0,16292,Oldebroek,Oldebroek,Zuiderzeestraatweg,"320", ,8096CL,8096CL320,Bij,kapberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,192106,496833,,Biotoop,
"9242",0,16295,Oldebroek,Oldebroek,Zuiderzeestraatweg,"333", ,8096BM,8096BM333,Bij,kapberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,192412,496836,,Biotoop,
"9243",0,16305,Oldebroek,Wezep,"Steeg, De","5", ,8091CC,8091CC5,Bij,schuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,195891,497463,,Biotoop,
"10171",14622,20075,Berkelland,Rekken,Oldenkotseweg,"6", ,7157BV,7157BV6, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1800","1825", , , ,247573,457604,,Biotoop,
"10173",14613,20084,Berkelland,Eibergen,Panovenweg,"38", ,7157BZ,7157BZ38, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,248628,459720,,Biotoop,
"10181",15350,20167,Epe,Oene,Eperweg,"14", ,8167LH,8167LH14, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1845","1855", , , ,199843,484449,,Biotoop,
"10182",15357,20174,Epe,Epe,"Chevalierlaan, Le","13", ,8162PD,8162PD13, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1718", , , , ,191255,484876,,Biotoop,
"7358",523446,25345,Winterswijk,Ratum,Ratumseweg,"31", ,7106CH,7106CH31, ,schuur,agrarische functie,rijksmonument,hoge kwaliteit, ,"1837","1850", , , ,251736,444218,,Biotoop,
"7371",20930,25427,Hattem,Hattem,Achterstraat,"33", ,8051GA,8051GA33, ,synagoge,religieuze functie,rijksmonument,hoge kwaliteit, ,"1845","1855", , , ,201229,498810,,Biotoop,
"7372",20995,25446,Hattem,Hattem,"Gracht, Grote","35", ,8051VH,8051VH35,Bij,tuinhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,201264,498596,,Biotoop,
"7373",8396,25477,Hattem,Hattem,Kruisstraat,"5", ,8051GD,8051GD5, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1400","1500", , , ,201363,498791,,Biotoop,
"7397",14779,22605,Elburg,Elburg,Kapelsteeg,"7", ,8081CT,8081CT7, ,pakhuis,nijverheids- en industriele functie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,185399,495667,,Biotoop,
"8313",20201,24549,Harderwijk,Harderwijk,"Oosterwijck, Kleine","3", ,3841BL,3841BL3, ,dwarshuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1400","1500", , , ,170879,484942,,Biotoop,
"10273",0,16027,Epe,Epe,Rozenkampweg,"3", ,8161RR,8161RR3,Bij,lindeboom,openbare ruimte en infrastructuur,gemeentelijk monument,middenkwaliteit, , , , , , ,198154,483711,,Biotoop,
"10274",0,16029,Epe,Epe,Tongerenseweg Zuid,"213", ,8162SC,8162SC213,Bij,tuinmanswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1895","1905", , , ,192646,485430,,Biotoop,
"8420",0,14575,Elburg,Elburg,Brouwersteeg,"4", ,8081EK,8081EK4, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1845","1855", , , ,185314,495817,,Biotoop,
"8423",0,14526,Oldebroek,Wezep,Stationsweg,"2", ,8091AD,8091AD2, ,kerk,religieuze functie,gemeentelijk monument,middenkwaliteit, ,"1862", , , , ,196182,497448,,Biotoop,
"8425",0,14599,Elburg,Elburg,Doelenlaan,"20", ,8081EZ,8081EZ20, ,arbeiderswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,185318,495917,,Biotoop,
"8426",0,14600,Elburg,Elburg,Doelenlaan,"21", ,8081EZ,8081EZ21, ,arbeiderswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,185314,495919,,Biotoop,
"8427",0,14622,Elburg,Doornspijk,Glindeweg,"9", ,8085SN,8085SN9, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1913", , , , ,184151,491021,,Biotoop,
"9356",14874,22724,Elburg,Elburg,Vischpoortstraat,"24", ,8081ER,8081ER24, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1625", , , ,185259,495807,,Biotoop,
"10298",0,16689,Harderwijk,Hierden,Zuiderzeestraatweg,"158", ,3849AL,3849AL158,Bij,koetshuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1860", , , , ,175745,485590,,Biotoop,
"10308",0,21735,Nunspeet,Hulshorst,Potbrummel,"15", ,8077RS,8077RS15, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1729", , , , ,178441,486518,,Biotoop,
"10309",0,21742,Nunspeet,Nunspeet,Spoorlaan,"16", ,8071BP,8071BP16, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1902","1903", , , ,182141,487462,,Biotoop,
"10310",0,21745,Nunspeet,Nunspeet,Spoorlaan,"51", ,8071BV,8071BV51, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1910","1920", , , ,182203,487359,,Biotoop,
"10311",0,21760,Nunspeet,Nunspeet,Plesmanlaan,"3", ,8072PT,8072PT3,Bij,trafohuisje,nutsfunctie,gemeentelijk monument,middenkwaliteit, ,"1920","1930", , , ,182321,487142,,Biotoop,
"10312",0,21763,Nunspeet,Nunspeet,Harderwijkerweg,"39", ,8071EM,8071EM39, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,181673,487598,,Biotoop,
"10313",0,21766,Nunspeet,Nunspeet,Elburgerweg,"109", ,8071TA,8071TA109, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1919", , , , ,183055,490003,,Biotoop,
"7498",0,15017,Elburg,Elburg,Oosterwalstraat,"14", ,8081GH,8081GH14, ,stadsboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1850", , , , ,185335,495892,,Biotoop,
"7499",0,15025,Elburg,Doornspijk,"Landsweg, Rode","20", ,8085SM,8085SM20, , ,onbekende functie,gemeentelijk monument,middenkwaliteit, , , , , , ,184489,490978,,Biotoop,
"7500",0,15027,Elburg,Doornspijk,"Landsweg, Rode","30", ,8085SM,8085SM30, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,184610,490600,,Biotoop,
"8428",0,14623,Elburg,Doornspijk,Glindeweg,"23", ,8085SN,8085SN23, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1857", , , , ,184293,490378,,Biotoop,
"8429",0,14625,Elburg,Doornspijk,Grevensweg,"17", ,8085PZ,8085PZ17, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1840","1850", , , ,185431,490833,,Biotoop,
"8430",0,14629,Elburg,Elburg,Havenkade,"25", ,8081GR,8081GR25, ,bedrijfswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1843", , , , ,185161,495905,,Biotoop,
"8424",0,14596,Elburg,Elburg,Doelenlaan,"17", ,8081EZ,8081EZ17, ,arbeiderswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,185331,495908,,Biotoop,
"8461",20194,24543,Harderwijk,Harderwijk,Kerkstraat,"16", ,3841EW,3841EW16, ,herenhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1775","1800", , , ,170663,484670,,Biotoop,
"8462",20203,24551,Harderwijk,Harderwijk,Klooster,"2", ,3841EN,3841EN2, ,klooster,religieuze functie,rijksmonument,hoge kwaliteit, ,"1500","1600", , , ,170746,484462,,Biotoop,
"8463",20217,24572,Harderwijk,Harderwijk,Smeepoortenbrink,"32", ,3841EM,3841EM32, ,herenhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,170668,484429,,Biotoop,
"8464",20179,24579,Harderwijk,Harderwijk,"Sevenhuysen, Straat van","8", ,3841CZ,3841CZ8,Bij,pesthuis,maatschappelijke functie,rijksmonument,hoge kwaliteit, ,"1441", , , , ,170486,484625,,Biotoop,
"8466",20250,24621,Harderwijk,Hierden,Zuiderzeestraatweg,"78", ,3849AJ,3849AJ78, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1808", , , , ,173957,485298,,Biotoop,
"8509",0,21747,Nunspeet,Nunspeet,Brinkersweg,"30", ,8071GT,8071GT30, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900","1950", , , ,181902,487877,,Biotoop,
"8510",0,21753,Nunspeet,Nunspeet,"Molijnlaan, F.A.","109", ,8071AD,8071AD109, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900","1925", , , ,182589,487923,,Biotoop,
"8511",0,21757,Nunspeet,Nunspeet,"Molijnlaan, F.A.","39", ,8071AB,8071AB39, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1930","1940", , , ,182453,487301,,Biotoop,
"8512",0,21767,Nunspeet,Nunspeet,Harderwijkerweg,"60", ,8072GB,8072GB60, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1901", , , , ,181585,487649,,Biotoop,
"8531",20159,24424,Harderwijk,Harderwijk,Bruggestraat,"23", ,3841CN,3841CN23, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,170640,484753,,Biotoop,
"8542",20181,24494,Harderwijk,Harderwijk,"Marktstraat, Grote","4", ,3841AJ,3841AJ4, ,dwarshuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1550", , , ,170909,484798,,Biotoop,
"8543",20183,24497,Harderwijk,Harderwijk,Hondegatstraat,"16", ,3841CG,3841CG16, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1850", , , ,170786,484792,,Biotoop,
"9480",0,42640,Nunspeet,NUNSPEET,Laan,"50", ,8071JB,8071JB50, ,pension,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1905","1910",24-6-2004, , ,182226,487934,,Biotoop,
"10405",0,15924,Epe,Epe,Dwarsweg,"1", ,8161CH,8161CH1, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1895","1905", , , ,195878,484787,,Biotoop,
"10407",0,15948,Epe,Epe,Rozenkampweg,"3", ,8161RR,8161RR3, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1820","1830", , , ,198154,483711,,Biotoop,
"10410",0,16016,Epe,Oene,Eperweg,"29", ,8167LE,8167LE29,Bij,hekwerk,territoriale functie,gemeentelijk monument,middenkwaliteit, ,"1870","1880", , , ,199750,484458,,Biotoop,
"10412",0,16021,Epe,Oene,Horthoekerweg,"27", ,8167LV,8167LV27,Bij,zomerhuis,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,199966,483874,,Biotoop,
"10413",0,16023,Epe,Oene,Marktstraat,"4", ,8167NG,8167NG4,Bij,diaconie-huis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1895","1905", , , ,199957,484218,,Biotoop,
"10433",508528,25586,Heerde,Wapenveld,Overweg,"1", ,8191KB,8191KB1, ,hallehuisboerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1500", , , , ,201571,494428,,Biotoop,
"10434",511171,25588,Heerde,Wapenveld,Overweg,"1", ,8191KB,8191KB1, ,schuur,agrarische functie,rijksmonument,hoge kwaliteit, , , , , , ,201571,494428,,Biotoop,
"10435",46767,25596,Heerde,Heerde,Vosbergerweg,"37", ,8181JK,8181JK37, ,T-boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1830", , , , ,200273,489834,,Biotoop,
"8541",20169,24482,Harderwijk,Harderwijk,Donkerstraat,"4", ,3841CC,3841CC4, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1775","1800", , , ,170607,484464,,Biotoop,
"9503",0,0,Hattem,Hattem,Hessenweg,"3", ,8051LA,8051LA3, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,200342,498946,,Biotoop,
"9541",0,15041,Elburg,Elburg,Rozemarijnsteeg,"37", ,8081GA,8081GA37, , ,onbekende functie,gemeentelijk monument,middenkwaliteit, , , , , , ,185225,495699,,Biotoop,
"9542",0,15050,Harderwijk,Harderwijk,Stationslaan,"12", ,3842LA,3842LA12, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,170988,483448,,Biotoop,
