OBJECTID,Rijksmonumentnummer,Gchw_nr,Gemeente,Plaats,Straat,Huisnummer,Toevoeging,Postcode,PHT,Opmerking,Type_object,Functie,Status,Waardering,Datum_pl,Bouwjaar_v,Bouwjaar_t,Datum_inv,Hoofd_object,Aanvullende_informatie,X_Coordinaat,Y_Coordinaat,URL_biotoop,Biotoop,Molens_hoofdstypen
"2674",519340,10626,Rheden,Velp,Gasthuislaan,"8", ,6883JC,6883JC8,Bij,park en tuinonderdelen,woonfunctie,rijksmonument,hoge kwaliteit, ,"1890","1910", , , ,196003,445343,,Biotoop,
"7261",42145,10449,Rheden,Velp,Biljoen,"1", ,6883JH,6883JH1, ,"kasteel;buitenplaats",woonfunctie,rijksmonument,hoge kwaliteit, ,"1530", , , , ,196595,445541,,Biotoop,
"14454",519443,10927,Rheden,Velp,"Veerweg, Lathumse","5", ,6883DC,6883DC5, ,veerhuis,openbare ruimte en infrastructuur,rijksmonument,hoge kwaliteit, ,"1750","1850", , , ,197289,444642,,Biotoop,
"11359",519339,10625,Rheden,Velp,Gasthuislaan,"8", ,6883JC,6883JC8, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1825","1850", , , ,196003,445343,,Biotoop,
"13305",0,43087,Rheden,VELP,"Veerweg, Lathumse","6", ,6883JJ,6883JJ6, ,gemaal,waterstaatsfunctie,gemeentelijk monument,middenkwaliteit, ,"1875", ,13-7-2004, ,stoomgemaal met sluis,196847,444752,,Biotoop,
"859",506191,9588,Rheden,Dieren,Kerkallee,"12", ,6882AT,6882AT12,Bij,onbekend,onbekende functie,rijksmonument,hoge kwaliteit, , , , , , ,195233,445128,,Biotoop,
"1061",0,10807,Rheden,Velp,Kastanjelaan,"10", ,6883HZ,6883HZ10, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1865","1875", , , ,195801,445318,,Biotoop,
"1073",0,11339,Rheden,Velp,Zutphensestraatweg,"33", ,6881WV,6881WV33, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1894", , , , ,195802,445536,,Biotoop,
"1008",508075,10317,Rheden,Velp,Arnhemsestraatweg,"13", ,6881NB,6881NB13, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1860","1870", , , ,194730,445409,,Biotoop,
"1009",0,10319,Rheden,Velp,Arnhemsestraatweg,"17", ,6881NB,6881NB17, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,194695,445395,,Biotoop,
"1056",0,10736,Rheden,Velp,Hoofdstraat,"208", ,6881TP,6881TP208, ,postkantoor,maatschappelijke functie,gemeentelijk monument,middenkwaliteit, ,"1878", , , , ,195066,445449,,Biotoop,
"1057",0,10738,Rheden,Velp,Hoofdstraat,"21", ,6881TA,6881TA21, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905","1910", , , ,195465,445434,,Biotoop,
"1062",0,10809,Rheden,Velp,Kastanjelaan,"11", ,6883HZ,6883HZ11, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1865","1870", , , ,195766,445296,,Biotoop,
"1063",0,10976,Rheden,Velp,Overbeeklaan,"14", ,6881HG,6881HG14, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903", , , , ,195461,445614,,Biotoop,
"1064",0,10984,Rheden,Velp,Overbeeklaan,"5", ,6881HE,6881HE5, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1907", , , , ,195433,445563,,Biotoop,
"1065",0,11049,Rheden,Velp,Poortstraat,"6", ,6881LK,6881LK6, ,stalhouderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875", , , , ,194902,445517,,Biotoop,
"1067",0,10606,Rheden,Velp,Frederikstraat,"6", ,6881SJ,6881SJ6, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1894", , , , ,195115,445342,,Biotoop,
"1068",0,11123,Rheden,Velp,Rozendaalselaan,"33", ,6881KZ,6881KZ33, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903", , , , ,195003,445672,,Biotoop,
"1072",0,11206,Rheden,Velp,Schonenbergsingel,"3", ,6881NL,6881NL3, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1907","1908", , , ,194704,445516,,Biotoop,
"1380",0,43086,Rheden,VELP,Hoofdstraat,"22", ,6881TH,6881TH22, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900",13-7-2004, , ,195548,445515,,Biotoop,
"1238",42147,10553,Rheden,Velp,Emmastraat,"18", ,6881ST,6881ST18, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1885", , , , ,195245,445299,,Biotoop,
"1239",519402,10689,Rheden,Velp,"Avelinghstraat, Hendriku","3", ,6881VP,6881VP3, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1860","1870", , , ,195507,445327,,Biotoop,
"1574",0,10857,Rheden,Velp,Kerkstraat,"18", ,6883HT,6883HT18, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1884", , , , ,195637,445159,,Biotoop,
"1575",0,10868,Rheden,Velp,Kerkstraat,"35", ,6883HR,6883HR35, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1911", , , , ,195723,445058,,Biotoop,
"1576",0,10882,Rheden,Velp,Kerkstraat,"42", ,6883HV,6883HV42, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195720,445003,,Biotoop,
"1577",0,10961,Rheden,Velp,Oranjestraat,"72", ,6881SG,6881SG72, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195148,445238,,Biotoop,
"2943",0,10314,Rheden,Velp,Arnhemsestraatweg,"10", ,6881NG,6881NG10, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,194774,445468,,Biotoop,
"2945",0,10354,Rheden,Velp,Arnhemsestraatweg,"8", ,6881NG,6881NG8, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,194825,445456,,Biotoop,
"2946",0,10408,Rheden,Velp,Bergweg,"5", ,6881LL,6881LL5, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1899", , , , ,194914,445579,,Biotoop,
"2831",0,10545,Rheden,Velp,"Fabiusstraat, Doctor","12", ,6881RZ,6881RZ12, ,zaalkerk,religieuze functie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,194984,445247,,Biotoop,
"2832",0,10546,Rheden,Velp,"Fabiusstraat, Doctor","17", ,6881RZ,6881RZ17, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1902", , , , ,195009,445246,,Biotoop,
"2833",519337,10554,Rheden,Velp,Emmastraat,"18", ,6881ST,6881ST18, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1885", , , , ,195245,445299,,Biotoop,
"2835",0,10888,Rheden,Velp,Kerkstraat,"52", ,6883HV,6883HV52, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875", , , , ,195738,444963,,Biotoop,
"2836",0,10890,Rheden,Velp,Kerkstraat,"54", ,6883HV,6883HV54, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880","1875", , , ,195746,444952,,Biotoop,
"2837",0,10958,Rheden,Velp,Oranjestraat,"25", ,6881SC,6881SC25, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1895", , , , ,195125,445286,,Biotoop,
"2838",0,11038,Rheden,Velp,"Koenestraat, Pastoor","1", ,6881SW,6881SW1, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903","1904", , , ,195423,445238,,Biotoop,
"2839",0,11053,Rheden,Velp,"Kennedylaan, President","16", ,6883AN,6883AN16, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195488,445134,,Biotoop,
"2841",519415,11068,Rheden,Velp,Reinaldstraat,"20", ,6883HN,6883HN20,Bij,begraafplaats,religieuze functie,rijksmonument,hoge kwaliteit, ,"1876", , , , ,195734,445077,,Biotoop,
"2843",0,11193,Rheden,Velp,Schonenbergsingel,"10", ,6881NP,6881NP10, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1906", , , , ,194742,445575,,Biotoop,
"2845",0,11265,Rheden,Velp,Vijverlaan,"13", ,6881HK,6881HK13, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1908", , , , ,195364,445566,,Biotoop,
"2846",0,11333,Rheden,Velp,Zutphensestraatweg,"26", ,6881WS,6881WS26, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1908","1910", , , ,195902,445667,,Biotoop,
"2847",0,11351,Rheden,Velp,Zutphensestraatweg,"41", ,6881WV,6881WV41, ,chalet,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,195799,445531,,Biotoop,
"5053",0,11267,Rheden,Velp,Vijverlaan,"17", ,6881HK,6881HK17, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1908", , , , ,195360,445588,,Biotoop,
"5054",0,11323,Rheden,Velp,"Parallelweg, Zuider","42", ,6882AG,6882AG42, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1865","1875", , , ,194759,445192,,Biotoop,
"5055",0,11328,Rheden,Velp,Zutphensestraatweg,"15", ,6881WN,6881WN15, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1864","1865", , , ,195959,445639,,Biotoop,
"5056",0,11335,Rheden,Velp,Zutphensestraatweg,"28", ,6881WS,6881WS28, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1842", , , , ,195877,445659,,Biotoop,
"6932",519403,10691,Rheden,Velp,"Avelinghstraat, Hendriku","3", ,6881VP,6881VP3,Bij,park en tuinonderdelen,woonfunctie,rijksmonument,hoge kwaliteit, ,"1890","1910", , , ,195507,445327,,Biotoop,
"6933",0,10724,Rheden,Velp,Hoofdstraat,"141", ,6881TG,6881TG141, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1840","1860", , , ,194917,445351,,Biotoop,
"7124",0,10862,Rheden,Velp,Kerkstraat,"26", ,6883HT,6883HT26, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1860", , , , ,195654,445120,,Biotoop,
"7125",0,10870,Rheden,Velp,Kerkstraat,"34", ,6883HV,6883HV34, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900", , , , ,195689,445036,,Biotoop,
"7126",0,10885,Rheden,Velp,Kerkstraat,"47", ,6883HS,6883HS47, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1897", , , , ,195758,444873,,Biotoop,
"7127",42149,10892,Rheden,Velp,Kerkstraat,"56", ,6883HV,6883HV56, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1100","1200", , , ,195749,444913,,Biotoop,
"7128",0,10972,Rheden,Velp,Overbeeklaan,"10", ,6881HG,6881HG10, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903", , , , ,195494,445574,,Biotoop,
"7131",0,11118,Rheden,Velp,Rozendaalselaan,"22", ,6881LC,6881LC22, ,herenhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1837", , , , ,195069,445598,,Biotoop,
"7134",519445,11285,Rheden,Velp,Vijverlaan,"7", ,6881HK,6881HK7, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1910","1911", , , ,195363,445522,,Biotoop,
"7135",0,11330,Rheden,Velp,Zutphensestraatweg,"17", ,6881WN,6881WN17, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1916", , , ,195946,445624,,Biotoop,
"3563",0,43084,Rheden,VELP,Hoofdstraat,"18", ,6881TH,6881TH18, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900",13-7-2004, , ,195560,445518,,Biotoop,
"5495",0,10405,Rheden,Velp,Bergweg,"3", ,6881LL,6881LL3, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1850","1875", , , ,194933,445574,,Biotoop,
"3701",0,10957,Rheden,Velp,Ommershofselaan,"8", ,6881RT,6881RT8, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870","1880", , , ,194786,445276,,Biotoop,
"4791",0,10322,Rheden,Velp,Arnhemsestraatweg,"18", ,6881NG,6881NG18, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905","1915", , , ,194698,445477,,Biotoop,
"4792",0,10328,Rheden,Velp,Arnhemsestraatweg,"21", ,6881NC,6881NC21, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880","1885", , , ,194631,445404,,Biotoop,
"9563",0,10744,Rheden,Velp,Hoofdstraat,"26", ,6881TH,6881TH26, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1910", , , , ,195448,445486,,Biotoop,
"9564",519421,10749,Rheden,Velp,Hoofdstraat,"29", ,6881TB,6881TB29, ,overheidsgebouw,overheidsfunctie,rijksmonument,hoge kwaliteit, ,"1908","1910", , , ,195370,445418,,Biotoop,
"9565",0,10817,Rheden,Velp,Kastanjelaan,"4", ,6883HX,6883HX4, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,195929,445425,,Biotoop,
"9566",0,10823,Rheden,Velp,Kastanjelaan,"8", ,6883HX,6883HX8, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195844,445343,,Biotoop,
"9567",0,10855,Rheden,Velp,Kerkstraat,"15", ,6883HP,6883HP15, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875", , , , ,195691,445133,,Biotoop,
"9568",0,10857,Rheden,Velp,Kerkstraat,"16", ,6883HT,6883HT16, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1884", , , , ,195633,445165,,Biotoop,
"9569",0,10868,Rheden,Velp,Kerkstraat,"33", ,6883HR,6883HR33, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1911", , , , ,195725,445063,,Biotoop,
"9570",0,10945,Rheden,Velp,"Parallelweg, Noorder","1", ,6881RV,6881RV1, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1896", , , , ,195277,445200,,Biotoop,
"9571",0,10987,Rheden,Velp,Overbeeklaan,"8", ,6881HG,6881HG8, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,195515,445538,,Biotoop,
"9572",0,11027,Rheden,Velp,Parkstraat,"3", ,6881JA,6881JA3, ,kerk,religieuze functie,gemeentelijk monument,middenkwaliteit, , , , , , ,195187,445526,,Biotoop,
"7824",0,10990,Rheden,Velp,Overbeeksingel,"17", ,6881HM,6881HM17, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,195271,445553,,Biotoop,
"7258",0,10326,Rheden,Velp,Arnhemsestraatweg,"20", ,6881NG,6881NG20, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1904", , , , ,194685,445484,,Biotoop,
"9230",0,10562,Rheden,Velp,Emmastraat,"34", ,6881SV,6881SV34, ,winkelwoonhuis,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1894", , , , ,195309,445124,,Biotoop,
"9231",0,10608,Rheden,Velp,Frederikstraat,"7", ,6881SJ,6881SJ7, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1894", , , , ,195147,445326,,Biotoop,
"9232",0,10629,Rheden,Velp,Hoofdstraat,"1", ,6881TA,6881TA1, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,195705,445496,,Biotoop,
"9233",0,10675,Rheden,Velp,"Avelinghstraat, Hendriku","5", ,6881VP,6881VP5, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915", , , , ,195464,445297,,Biotoop,
"9234",519404,10690,Rheden,Velp,"Avelinghstraat, Hendriku","3", ,6881VP,6881VP3,Bij,school,maatschappelijke functie,rijksmonument,hoge kwaliteit, ,"1906", , , , ,195507,445327,,Biotoop,
"9235",0,10721,Rheden,Velp,Hoofdstraat,"12", ,6881TH,6881TH12, ,bejaardentehuis,maatschappelijke functie,gemeentelijk monument,middenkwaliteit, ,"1937","1938", , , ,195647,445562,,Biotoop,
"9236",0,10735,Rheden,Velp,Hoofdstraat,"206", ,6881TN,6881TN206, ,cafe,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1896", , , , ,195118,445463,,Biotoop,
"7459",0,43092,Rheden,VELP,Schonenbergsingel,"4", ,6881NP,6881NP4, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905","1915",13-7-2004, , ,194745,445529,,Biotoop,
"9484",0,10588,Rheden,Velp,Evertsenlaan,"5", ,6881GA,6881GA5, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1906", , , , ,195538,445635,,Biotoop,
"9485",0,11038,Rheden,Velp,"Koenestraat, Pastoor","3", ,6881SW,6881SW3, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903","1904", , , ,195413,445234,,Biotoop,
"7691",0,11352,Rheden,Velp,Zutphensestraatweg,"42", ,6881WS,6881WS42, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1908", , , , ,195747,445573,,Biotoop,
"11512",0,11349,Rheden,Velp,Zutphensestraatweg,"40", ,6881WS,6881WS40, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195762,445577,,Biotoop,
"11524",0,11038,Rheden,Velp,"Koenestraat, Pastoor","41", ,6881SW,6881SW41, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903","1904", , , ,195270,445208,,Biotoop,
"14445",519447,10647,Rheden,Velp,Havelaarstraat,"6", ,6881WG,6881WG6, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1905", , , , ,195748,445451,,Biotoop,
"14448",0,10813,Rheden,Velp,Kastanjelaan,"15,15","-;A",6883HZ,"6883HZ15,15-;A", ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195674,445240,,Biotoop,
"14449",0,10818,Rheden,Velp,Kastanjelaan,"5", ,6883HX,6883HX5, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1885", , , , ,195913,445410,,Biotoop,
"14450",0,10853,Rheden,Velp,Kerkstraat,"13", ,6883HP,6883HP13, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875", , , , ,195683,445145,,Biotoop,
"14451",0,10872,Rheden,Velp,Kerkstraat,"37", ,6883HR,6883HR37, ,herenhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1840","1850", , , ,195728,445048,,Biotoop,
"14452",519416,10879,Rheden,Velp,Kerkstraat,"38", ,6883HV,6883HV38, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1840","1850", , , ,195707,445014,,Biotoop,
"14453",0,10882,Rheden,Velp,Kerkstraat,"40", ,6883HV,6883HV40, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195718,445008,,Biotoop,
"11636",0,43082,Rheden,VELP,Hoofdstraat,"14", ,6881TH,6881TH14, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900",13-7-2004, , ,195571,445523,,Biotoop,
"14444",0,10603,Rheden,Velp,Frederikstraat,"10", ,6881SJ,6881SJ10, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1894", , , , ,195118,445304,,Biotoop,
"14455",0,10946,Rheden,Velp,"Parallelweg, Noorder","14", ,6881RV,6881RV14, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195040,445222,,Biotoop,
"14456",0,10957,Rheden,Velp,Ommershofselaan,"6", ,6881RT,6881RT6, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870","1880", , , ,194787,445283,,Biotoop,
"14457",519450,10978,Rheden,Velp,Overbeeklaan,"14",A,6881HG,6881HG14A,Tegenover,onbekend,recreatiefunctie,rijksmonument,hoge kwaliteit, ,"1921", , , , ,195446,445637,,Biotoop,
"14459",0,11148,Rheden,Velp,Rozendaalselaan,"6", ,6881LC,6881LC6, ,herenhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1833", , , , ,195093,445492,,Biotoop,
"14460",519417,11215,Rheden,Velp,Schoolstraat,"12", ,6882NS,6882NS12, ,school,maatschappelijke functie,rijksmonument,hoge kwaliteit, ,"1906","1907", , , ,195329,445014,,Biotoop,
"14461",0,11218,Rheden,Velp,Stationsplein,"36", ,6881WC,6881WC36, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1840", , , , ,195660,445339,,Biotoop,
"14462",0,11220,Rheden,Velp,Stationsplein,"42", ,6881WD,6881WD42, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,195642,445330,,Biotoop,
"14463",519449,11229,Rheden,Velp,Stationsstraat,"42", ,6881WB,6881WB42, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1830", , , , ,195585,445258,,Biotoop,
"13591",0,10324,Rheden,Velp,Arnhemsestraatweg,"19", ,6881NB,6881NB19, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1898", , , , ,194662,445422,,Biotoop,
"13594",0,10466,Rheden,Velp,Boulevard,"1", ,6881HN,6881HN1, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1901", , , , ,195212,445549,,Biotoop,
"13595",519422,10471,Rheden,Velp,Boulevard,"11", ,6881HN,6881HN11, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1911", , , , ,195241,445659,,Biotoop,
"13736",519336,10557,Rheden,Velp,Emmastraat,"20", ,6881SV,6881SV20, ,pastorie,religieuze functie,rijksmonument,hoge kwaliteit, ,"1847", , , , ,195265,445266,,Biotoop,
"13737",0,10588,Rheden,Velp,Evertsenlaan,"3", ,6881GA,6881GA3, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1906", , , , ,195544,445635,,Biotoop,
"13739",0,10815,Rheden,Velp,Kastanjelaan,"16", ,6883HZ,6883HZ16, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880","1890", , , ,195652,445228,,Biotoop,
"13740",0,10821,Rheden,Velp,Kastanjelaan,"7", ,6883HX,6883HX7, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195859,445363,,Biotoop,
"13741",0,10948,Rheden,Velp,"Parallelweg, Noorder","6", ,6881RV,6881RV6, ,winkel,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1900", , , , ,195134,445209,,Biotoop,
"13742",0,10961,Rheden,Velp,Oranjestraat,"70", ,6881SG,6881SG70, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195141,445239,,Biotoop,
"13745",0,11197,Rheden,Velp,Schonenbergsingel,"18", ,6881NR,6881NR18, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1907", , , , ,194739,445635,,Biotoop,
"13746",0,11221,Rheden,Velp,Stationsstraat,"1", ,6881VX,6881VX1, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195591,445442,,Biotoop,
"13747",519442,11226,Rheden,Velp,Stationsstraat,"3", ,6881VX,6881VX3, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1888","1889", , , ,195599,445427,,Biotoop,
"13751",0,11257,Rheden,Velp,Tuinstraat,"1", ,6882NX,6882NX1, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1860", , , , ,195540,445039,,Biotoop,
"13754",0,11321,Rheden,Velp,"Parallelweg, Zuider","10", ,6882AC,6882AC10, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195172,445162,,Biotoop,
"13755",0,11322,Rheden,Velp,"Parallelweg, Zuider","41", ,6882AG,6882AG41, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1885", , , , ,194773,445187,,Biotoop,
"13756",0,11325,Rheden,Velp,"Parallelweg, Zuider","45", ,6882AG,6882AG45, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,194633,445203,,Biotoop,
"13757",0,11343,Rheden,Velp,Zutphensestraatweg,"35", ,6881WV,6881WV35, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1896", , , , ,195804,445534,,Biotoop,
"13758",0,11344,Rheden,Velp,Zutphensestraatweg,"36", ,6881WS,6881WS36, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1860", , , , ,195784,445600,,Biotoop,
"13759",0,11354,Rheden,Velp,Zutphensestraatweg,"43", ,6881WV,6881WV43, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1890", , , , ,195797,445529,,Biotoop,
"13760",0,11355,Rheden,Velp,Zutphensestraatweg,"44", ,6881WS,6881WS44, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1913", , , , ,195721,445575,,Biotoop,
"13889",38845,22433,Westervoort,Westervoort,Dorpsstraat,"63", ,6931BD,6931BD63, ,kosterij,religieuze functie,rijksmonument,hoge kwaliteit, ,"1841", , , , ,194819,441847,,Biotoop,
"13890",38846,22434,Westervoort,Westervoort,Hamersestraat,"35", ,6931EV,6931EV35, ,T-boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1795","1805", , , ,195400,441831,,Biotoop,
"13047",0,43085,Rheden,VELP,Hoofdstraat,"20", ,6881TH,6881TH20, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900",13-7-2004, , ,195553,445517,,Biotoop,
"13143",0,10489,Rheden,Velp,Boulevard,"3", ,6881HN,6881HN3, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1901", , , , ,195224,445571,,Biotoop,
"13144",0,10560,Rheden,Velp,Emmastraat,"28", ,6881SV,6881SV28, ,winkelwoonhuis,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1880","1890", , , ,195310,445159,,Biotoop,
"13145",0,10628,Rheden,Velp,"Adalaan, Gravin","2", ,6882AK,6882AK2, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1907", , , , ,194651,445209,,Biotoop,
"13147",519418,10828,Rheden,Velp,Kastanjelaan,"9", ,6883HX,6883HX9, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1850","1855", , , ,195823,445324,,Biotoop,
"13148",0,10849,Rheden,Velp,Kerkstraat,"11", ,6883HP,6883HP11, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1885","1895", , , ,195680,445162,,Biotoop,
"13149",0,10947,Rheden,Velp,"Parallelweg, Noorder","17", ,6881RV,6881RV17, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1902", , , , ,195008,445220,,Biotoop,
"13151",0,10990,Rheden,Velp,Overbeeksingel,"15", ,6881HM,6881HM15, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,195281,445558,,Biotoop,
"13152",0,11046,Rheden,Velp,Poortstraat,"5", ,6881LK,6881LK5, ,stalhouderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,194889,445498,,Biotoop,
